기준일,매장명,대분류명,중분류명,품목코드,품목명,수량,총매출,실매출
2026-08-01,밀도 성수점,간식빵,간식빵,100010,큐브커스터드,3,14100,14100
2026-08-02,밀도 성수점,간식빵,간식빵,100010,큐브커스터드,8,39100,38160
2026-08-03,밀도 성수점,간식빵,간식빵,100010,큐브커스터드,8,38100,38100
2026-08-04,밀도 성수점,간식빵,간식빵,100010,큐브커스터드,5,23500,23500
2026-08-05,밀도 성수점,간식빵,간식빵,100010,큐브커스터드,5,24500,24500
2026-08-06,밀도 성수점,간식빵,간식빵,100010,큐브커스터드,7,34400,34400
2026-08-07,밀도 성수점,간식빵,간식빵,100010,큐브커스터드,6,28200,28200
2026-08-08,밀도 성수점,간식빵,간식빵,100010,큐브커스터드,7,33900,33900
2026-08-09,밀도 성수점,간식빵,간식빵,100010,큐브커스터드,8,39600,39600
2026-08-10,밀도 성수점,간식빵,간식빵,100010,큐브커스터드,8,38600,38600
2026-08-11,밀도 성수점,간식빵,간식빵,100010,큐브커스터드,8,38100,38100
2026-08-12,밀도 성수점,간식빵,간식빵,100010,큐브커스터드,10,48000,48000
2026-08-13,밀도 성수점,간식빵,간식빵,100010,큐브커스터드,1,4700,4700
2026-08-14,밀도 성수점,간식빵,간식빵,100010,큐브커스터드,11,53200,53200
2026-08-15,밀도 성수점,간식빵,간식빵,100010,큐브커스터드,5,24500,24500
2026-08-16,밀도 성수점,간식빵,간식빵,100010,큐브커스터드,0,0,0
2026-08-17,밀도 성수점,간식빵,간식빵,100010,큐브커스터드,0,0,0
2026-08-18,밀도 성수점,간식빵,간식빵,100010,큐브커스터드,18,85100,85100
2026-08-19,밀도 성수점,간식빵,간식빵,100010,큐브커스터드,0,0,0
2026-08-20,밀도 성수점,간식빵,간식빵,100010,큐브커스터드,0,0,0
2026-08-21,밀도 성수점,간식빵,간식빵,100010,큐브커스터드,0,0,0
2026-08-22,밀도 성수점,간식빵,간식빵,100010,큐브커스터드,14,66300,66300
2026-08-23,밀도 성수점,간식빵,간식빵,100010,큐브커스터드,0,0,0
2026-08-24,밀도 성수점,간식빵,간식빵,100010,큐브커스터드,0,0,0
2026-08-25,밀도 성수점,간식빵,간식빵,100010,큐브커스터드,0,0,0
2026-08-26,밀도 성수점,간식빵,간식빵,100010,큐브커스터드,0,0,0
2026-08-27,밀도 성수점,간식빵,간식빵,100010,큐브커스터드,17,81900,81900
2026-08-28,밀도 성수점,간식빵,간식빵,100010,큐브커스터드,16,75200,75200
2026-08-29,밀도 성수점,간식빵,간식빵,100010,큐브커스터드,10,48000,48000
2026-08-30,밀도 성수점,간식빵,간식빵,100010,큐브커스터드,12,58400,58400
2026-08-31,밀도 성수점,간식빵,간식빵,100010,큐브커스터드,10,47500,47500
2026-08-01,밀도 성수점,간식빵,간식빵,100625,큐브시나몬,0,0,0
2026-08-02,밀도 성수점,간식빵,간식빵,100625,큐브시나몬,13,49900,49900
2026-08-03,밀도 성수점,간식빵,간식빵,100625,큐브시나몬,10,38000,38000
2026-08-04,밀도 성수점,간식빵,간식빵,100625,큐브시나몬,14,53200,53200
2026-08-05,밀도 성수점,간식빵,간식빵,100625,큐브시나몬,15,57000,52440
2026-08-06,밀도 성수점,간식빵,간식빵,100625,큐브시나몬,12,45600,45600
2026-08-07,밀도 성수점,간식빵,간식빵,100625,큐브시나몬,14,53700,53700
2026-08-08,밀도 성수점,간식빵,간식빵,100625,큐브시나몬,9,34200,34200
2026-08-09,밀도 성수점,간식빵,간식빵,100625,큐브시나몬,14,53700,53700
2026-08-10,밀도 성수점,간식빵,간식빵,100625,큐브시나몬,13,49900,49900
2026-08-11,밀도 성수점,간식빵,간식빵,100625,큐브시나몬,10,38500,38500
2026-08-12,밀도 성수점,간식빵,간식빵,100625,큐브시나몬,8,30900,30900
2026-08-13,밀도 성수점,간식빵,간식빵,100625,큐브시나몬,13,49400,48640
2026-08-14,밀도 성수점,간식빵,간식빵,100625,큐브시나몬,10,38000,38000
2026-08-15,밀도 성수점,간식빵,간식빵,100625,큐브시나몬,14,53200,53200
2026-08-16,밀도 성수점,간식빵,간식빵,100625,큐브시나몬,3,11400,11400
2026-08-17,밀도 성수점,간식빵,간식빵,100625,큐브시나몬,15,57000,56240
2026-08-18,밀도 성수점,간식빵,간식빵,100625,큐브시나몬,12,45600,45600
2026-08-19,밀도 성수점,간식빵,간식빵,100625,큐브시나몬,9,34700,34700
2026-08-20,밀도 성수점,간식빵,간식빵,100625,큐브시나몬,14,53200,53200
2026-08-21,밀도 성수점,간식빵,간식빵,100625,큐브시나몬,20,76000,76000
2026-08-22,밀도 성수점,간식빵,간식빵,100625,큐브시나몬,12,45600,45600
2026-08-23,밀도 성수점,간식빵,간식빵,100625,큐브시나몬,0,0,0
2026-08-24,밀도 성수점,간식빵,간식빵,100625,큐브시나몬,0,0,0
2026-08-25,밀도 성수점,간식빵,간식빵,100625,큐브시나몬,0,0,0
2026-08-26,밀도 성수점,간식빵,간식빵,100625,큐브시나몬,0,0,0
2026-08-27,밀도 성수점,간식빵,간식빵,100625,큐브시나몬,13,50900,50900
2026-08-28,밀도 성수점,간식빵,간식빵,100625,큐브시나몬,6,22800,22800
2026-08-29,밀도 성수점,간식빵,간식빵,100625,큐브시나몬,0,0,0
2026-08-30,밀도 성수점,간식빵,간식빵,100625,큐브시나몬,12,46600,46600
2026-08-31,밀도 성수점,간식빵,간식빵,100625,큐브시나몬,10,38000,35395
2026-08-01,밀도 성수점,간식빵,간식빵,101327,큐브소보로,0,0,0
2026-08-02,밀도 성수점,간식빵,간식빵,101327,큐브소보로,18,70900,70140
2026-08-03,밀도 성수점,간식빵,간식빵,101327,큐브소보로,10,38500,38500
2026-08-04,밀도 성수점,간식빵,간식빵,101327,큐브소보로,16,60800,60800
2026-08-05,밀도 성수점,간식빵,간식빵,101327,큐브소보로,17,66600,66600
2026-08-06,밀도 성수점,간식빵,간식빵,101327,큐브소보로,10,39000,39000
2026-08-07,밀도 성수점,간식빵,간식빵,101327,큐브소보로,11,41800,41800
2026-08-08,밀도 성수점,간식빵,간식빵,101327,큐브소보로,8,30900,30900
2026-08-09,밀도 성수점,간식빵,간식빵,101327,큐브소보로,14,54200,54200
2026-08-10,밀도 성수점,간식빵,간식빵,101327,큐브소보로,8,30400,30400
2026-08-11,밀도 성수점,간식빵,간식빵,101327,큐브소보로,10,38500,38500
2026-08-12,밀도 성수점,간식빵,간식빵,101327,큐브소보로,9,34700,34700
2026-08-13,밀도 성수점,간식빵,간식빵,101327,큐브소보로,14,54200,54200
2026-08-14,밀도 성수점,간식빵,간식빵,101327,큐브소보로,14,54200,54200
2026-08-15,밀도 성수점,간식빵,간식빵,101327,큐브소보로,12,46600,46600
2026-08-16,밀도 성수점,간식빵,간식빵,101327,큐브소보로,20,78000,78000
2026-08-17,밀도 성수점,간식빵,간식빵,101327,큐브소보로,14,54200,54200
2026-08-18,밀도 성수점,간식빵,간식빵,101327,큐브소보로,25,96500,96500
2026-08-19,밀도 성수점,간식빵,간식빵,101327,큐브소보로,17,66100,66100
2026-08-20,밀도 성수점,간식빵,간식빵,101327,큐브소보로,15,57000,57000
2026-08-21,밀도 성수점,간식빵,간식빵,101327,큐브소보로,15,57500,57500
2026-08-22,밀도 성수점,간식빵,간식빵,101327,큐브소보로,8,31400,31400
2026-08-23,밀도 성수점,간식빵,간식빵,101327,큐브소보로,18,69400,69400
2026-08-24,밀도 성수점,간식빵,간식빵,101327,큐브소보로,10,38500,38500
2026-08-25,밀도 성수점,간식빵,간식빵,101327,큐브소보로,15,57000,57000
2026-08-26,밀도 성수점,간식빵,간식빵,101327,큐브소보로,7,27600,27600
2026-08-27,밀도 성수점,간식빵,간식빵,101327,큐브소보로,16,61800,61800
2026-08-28,밀도 성수점,간식빵,간식빵,101327,큐브소보로,16,60800,60800
2026-08-29,밀도 성수점,간식빵,간식빵,101327,큐브소보로,0,0,0
2026-08-30,밀도 성수점,간식빵,간식빵,101327,큐브소보로,10,38000,38000
2026-08-31,밀도 성수점,간식빵,간식빵,101327,큐브소보로,15,58500,58120
2026-08-01,밀도 성수점,간식빵,간식빵,101451,허니러스크,11,58200,58200
2026-08-02,밀도 성수점,간식빵,간식빵,101451,허니러스크,12,64900,64900
2026-08-03,밀도 성수점,간식빵,간식빵,101451,허니러스크,14,73300,73300
2026-08-04,밀도 성수점,간식빵,간식빵,101451,허니러스크,8,42600,42600
2026-08-05,밀도 성수점,간식빵,간식빵,101451,허니러스크,6,31700,31700
2026-08-06,밀도 성수점,간식빵,간식빵,101451,허니러스크,4,21300,21300
2026-08-07,밀도 성수점,간식빵,간식빵,101451,허니러스크,8,41600,41600
2026-08-08,밀도 성수점,간식빵,간식빵,101451,허니러스크,14,76300,76300
2026-08-09,밀도 성수점,간식빵,간식빵,101451,허니러스크,9,46800,46800
2026-08-10,밀도 성수점,간식빵,간식빵,101451,허니러스크,10,52500,52500
2026-08-11,밀도 성수점,간식빵,간식빵,101451,허니러스크,18,94100,94100
2026-08-12,밀도 성수점,간식빵,간식빵,101451,허니러스크,9,47300,47300
2026-08-13,밀도 성수점,간식빵,간식빵,101451,허니러스크,11,57200,57200
2026-08-14,밀도 성수점,간식빵,간식빵,101451,허니러스크,13,71100,71100
2026-08-15,밀도 성수점,간식빵,간식빵,101451,허니러스크,13,69100,69100
2026-08-16,밀도 성수점,간식빵,간식빵,101451,허니러스크,19,99800,99800
2026-08-17,밀도 성수점,간식빵,간식빵,101451,허니러스크,15,79500,79499
2026-08-18,밀도 성수점,간식빵,간식빵,101451,허니러스크,9,47800,47800
2026-08-19,밀도 성수점,간식빵,간식빵,101451,허니러스크,5,26000,26000
2026-08-20,밀도 성수점,간식빵,간식빵,101451,허니러스크,9,47300,47300
2026-08-21,밀도 성수점,간식빵,간식빵,101451,허니러스크,14,73800,63400
2026-08-22,밀도 성수점,간식빵,간식빵,101451,허니러스크,16,84700,81200
2026-08-23,밀도 성수점,간식빵,간식빵,101451,허니러스크,10,53500,53500
2026-08-24,밀도 성수점,간식빵,간식빵,101451,허니러스크,11,60200,60200
2026-08-25,밀도 성수점,간식빵,간식빵,101451,허니러스크,17,88900,87860
2026-08-26,밀도 성수점,간식빵,간식빵,101451,허니러스크,8,41600,40560
2026-08-27,밀도 성수점,간식빵,간식빵,101451,허니러스크,12,62900,62900
2026-08-28,밀도 성수점,간식빵,간식빵,101451,허니러스크,12,63400,63400
2026-08-29,밀도 성수점,간식빵,간식빵,101451,허니러스크,10,55000,55000
2026-08-30,밀도 성수점,간식빵,간식빵,101451,허니러스크,11,59200,59200
2026-08-31,밀도 성수점,간식빵,간식빵,101451,허니러스크,7,36900,36900
2026-08-01,밀도 성수점,간식빵,간식빵,101858,밀도단팥빵,22,84100,84100
2026-08-02,밀도 성수점,간식빵,간식빵,101858,밀도단팥빵,19,72700,69500
2026-08-03,밀도 성수점,간식빵,간식빵,101858,밀도단팥빵,31,119300,119300
2026-08-04,밀도 성수점,간식빵,간식빵,101858,밀도단팥빵,18,68400,67640
2026-08-05,밀도 성수점,간식빵,간식빵,101858,밀도단팥빵,29,111700,111700
2026-08-06,밀도 성수점,간식빵,간식빵,101858,밀도단팥빵,18,73400,73400
2026-08-07,밀도 성수점,간식빵,간식빵,101858,밀도단팥빵,19,74200,73731
2026-08-08,밀도 성수점,간식빵,간식빵,101858,밀도단팥빵,15,57500,57500
2026-08-09,밀도 성수점,간식빵,간식빵,101858,밀도단팥빵,18,69400,69400
2026-08-10,밀도 성수점,간식빵,간식빵,101858,밀도단팥빵,16,61300,61300
2026-08-11,밀도 성수점,간식빵,간식빵,101858,밀도단팥빵,20,76500,71940
2026-08-12,밀도 성수점,간식빵,간식빵,101858,밀도단팥빵,22,84600,84600
2026-08-13,밀도 성수점,간식빵,간식빵,101858,밀도단팥빵,19,72200,72200
2026-08-14,밀도 성수점,간식빵,간식빵,101858,밀도단팥빵,23,89400,89400
2026-08-15,밀도 성수점,간식빵,간식빵,101858,밀도단팥빵,26,99300,99300
2026-08-16,밀도 성수점,간식빵,간식빵,101858,밀도단팥빵,17,67600,67600
2026-08-17,밀도 성수점,간식빵,간식빵,101858,밀도단팥빵,20,78500,78500
2026-08-18,밀도 성수점,간식빵,간식빵,101858,밀도단팥빵,23,87400,87400
2026-08-19,밀도 성수점,간식빵,간식빵,101858,밀도단팥빵,11,42800,42800
2026-08-20,밀도 성수점,간식빵,간식빵,101858,밀도단팥빵,10,38500,38500
2026-08-21,밀도 성수점,간식빵,간식빵,101858,밀도단팥빵,25,95000,94998
2026-08-22,밀도 성수점,간식빵,간식빵,101858,밀도단팥빵,20,78000,78000
2026-08-23,밀도 성수점,간식빵,간식빵,101858,밀도단팥빵,15,58000,57608
2026-08-24,밀도 성수점,간식빵,간식빵,101858,밀도단팥빵,19,72700,72700
2026-08-25,밀도 성수점,간식빵,간식빵,101858,밀도단팥빵,16,60800,58624
2026-08-26,밀도 성수점,간식빵,간식빵,101858,밀도단팥빵,18,69400,69400
2026-08-27,밀도 성수점,간식빵,간식빵,101858,밀도단팥빵,15,57500,57500
2026-08-28,밀도 성수점,간식빵,간식빵,101858,밀도단팥빵,20,76000,75240
2026-08-29,밀도 성수점,간식빵,간식빵,101858,밀도단팥빵,27,103100,103100
2026-08-30,밀도 성수점,간식빵,간식빵,101858,밀도단팥빵,31,122300,122300
2026-08-31,밀도 성수점,간식빵,간식빵,101858,밀도단팥빵,18,71400,71400
2026-08-01,밀도 성수점,간식빵,간식빵,101957,초코허니러스크,8,47400,47400
2026-08-02,밀도 성수점,간식빵,간식빵,101957,초코허니러스크,7,41600,41600
2026-08-03,밀도 성수점,간식빵,간식빵,101957,초코허니러스크,8,46400,46400
2026-08-04,밀도 성수점,간식빵,간식빵,101957,초코허니러스크,6,35300,35300
2026-08-05,밀도 성수점,간식빵,간식빵,101957,초코허니러스크,5,29000,23600
2026-08-06,밀도 성수점,간식빵,간식빵,101957,초코허니러스크,4,23700,23700
2026-08-07,밀도 성수점,간식빵,간식빵,101957,초코허니러스크,10,59000,59000
2026-08-08,밀도 성수점,간식빵,간식빵,101957,초코허니러스크,8,46900,45740
2026-08-09,밀도 성수점,간식빵,간식빵,101957,초코허니러스크,10,59500,58028
2026-08-10,밀도 성수점,간식빵,간식빵,101957,초코허니러스크,6,36300,36300
2026-08-11,밀도 성수점,간식빵,간식빵,101957,초코허니러스크,8,46400,46400
2026-08-12,밀도 성수점,간식빵,간식빵,101957,초코허니러스크,6,35300,35300
2026-08-13,밀도 성수점,간식빵,간식빵,101957,초코허니러스크,10,58000,56840
2026-08-14,밀도 성수점,간식빵,간식빵,101957,초코허니러스크,9,52700,52696
2026-08-15,밀도 성수점,간식빵,간식빵,101957,초코허니러스크,4,23200,23200
2026-08-16,밀도 성수점,간식빵,간식빵,101957,초코허니러스크,10,58000,58000
2026-08-17,밀도 성수점,간식빵,간식빵,101957,초코허니러스크,7,40600,40600
2026-08-18,밀도 성수점,간식빵,간식빵,101957,초코허니러스크,3,17400,17400
2026-08-19,밀도 성수점,간식빵,간식빵,101957,초코허니러스크,8,46400,46400
2026-08-20,밀도 성수점,간식빵,간식빵,101957,초코허니러스크,7,40600,40600
2026-08-21,밀도 성수점,간식빵,간식빵,101957,초코허니러스크,10,58000,56840
2026-08-22,밀도 성수점,간식빵,간식빵,101957,초코허니러스크,8,46400,45240
2026-08-23,밀도 성수점,간식빵,간식빵,101957,초코허니러스크,10,59000,59000
2026-08-24,밀도 성수점,간식빵,간식빵,101957,초코허니러스크,4,23200,23200
2026-08-25,밀도 성수점,간식빵,간식빵,101957,초코허니러스크,8,47400,47400
2026-08-26,밀도 성수점,간식빵,간식빵,101957,초코허니러스크,8,46400,46400
2026-08-27,밀도 성수점,간식빵,간식빵,101957,초코허니러스크,10,59000,59000
2026-08-28,밀도 성수점,간식빵,간식빵,101957,초코허니러스크,7,42600,42600
2026-08-29,밀도 성수점,간식빵,간식빵,101957,초코허니러스크,9,53200,50880
2026-08-30,밀도 성수점,간식빵,간식빵,101957,초코허니러스크,10,59000,59000
2026-08-31,밀도 성수점,간식빵,간식빵,101957,초코허니러스크,5,29500,29500
2026-08-01,밀도 성수점,간식빵,간식빵,102587,밀도맘모스,19,118300,118300
2026-08-02,밀도 성수점,간식빵,간식빵,102587,밀도맘모스,21,131200,131200
2026-08-03,밀도 성수점,간식빵,간식빵,102587,밀도맘모스,17,108400,108400
2026-08-04,밀도 성수점,간식빵,간식빵,102587,밀도맘모스,15,95000,95000
2026-08-05,밀도 성수점,간식빵,간식빵,102587,밀도맘모스,17,106400,101900
2026-08-06,밀도 성수점,간식빵,간식빵,102587,밀도맘모스,11,70200,70200
2026-08-07,밀도 성수점,간식빵,간식빵,102587,밀도맘모스,12,74900,73660
2026-08-08,밀도 성수점,간식빵,간식빵,102587,밀도맘모스,14,86800,86800
2026-08-09,밀도 성수점,간식빵,간식빵,102587,밀도맘모스,20,127500,127500
2026-08-10,밀도 성수점,간식빵,간식빵,102587,밀도맘모스,10,63000,63000
2026-08-11,밀도 성수점,간식빵,간식빵,102587,밀도맘모스,20,126000,124635
2026-08-12,밀도 성수점,간식빵,간식빵,102587,밀도맘모스,18,114100,114100
2026-08-13,밀도 성수점,간식빵,간식빵,102587,밀도맘모스,12,75900,75900
2026-08-14,밀도 성수점,간식빵,간식빵,102587,밀도맘모스,13,81600,81600
2026-08-15,밀도 성수점,간식빵,간식빵,102587,밀도맘모스,15,96500,96500
2026-08-16,밀도 성수점,간식빵,간식빵,102587,밀도맘모스,19,120800,118532
2026-08-17,밀도 성수점,간식빵,간식빵,102587,밀도맘모스,13,83100,83100
2026-08-18,밀도 성수점,간식빵,간식빵,102587,밀도맘모스,12,76400,76400
2026-08-19,밀도 성수점,간식빵,간식빵,102587,밀도맘모스,14,87800,87800
2026-08-20,밀도 성수점,간식빵,간식빵,102587,밀도맘모스,12,75400,75400
2026-08-21,밀도 성수점,간식빵,간식빵,102587,밀도맘모스,14,87800,82827
2026-08-22,밀도 성수점,간식빵,간식빵,102587,밀도맘모스,14,88300,88300
2026-08-23,밀도 성수점,간식빵,간식빵,102587,밀도맘모스,16,100700,100700
2026-08-24,밀도 성수점,간식빵,간식빵,102587,밀도맘모스,6,37700,37700
2026-08-25,밀도 성수점,간식빵,간식빵,102587,밀도맘모스,18,114100,114100
2026-08-26,밀도 성수점,간식빵,간식빵,102587,밀도맘모스,12,75400,75400
2026-08-27,밀도 성수점,간식빵,간식빵,102587,밀도맘모스,13,81100,81100
2026-08-28,밀도 성수점,간식빵,간식빵,102587,밀도맘모스,13,81100,79860
2026-08-29,밀도 성수점,간식빵,간식빵,102587,밀도맘모스,20,125000,125000
2026-08-30,밀도 성수점,간식빵,간식빵,102587,밀도맘모스,11,71200,71200
2026-08-31,밀도 성수점,간식빵,간식빵,102587,밀도맘모스,6,37700,37700
2026-08-01,밀도 성수점,간식빵,간식빵,102976,앙버터허니러스크,0,0,0
2026-08-02,밀도 성수점,간식빵,간식빵,102976,앙버터허니러스크,0,0,0
2026-08-03,밀도 성수점,간식빵,간식빵,102976,앙버터허니러스크,1,6200,6200
2026-08-04,밀도 성수점,간식빵,간식빵,102976,앙버터허니러스크,0,0,0
2026-08-05,밀도 성수점,간식빵,간식빵,102976,앙버터허니러스크,0,0,0
2026-08-06,밀도 성수점,간식빵,간식빵,102976,앙버터허니러스크,0,0,0
2026-08-07,밀도 성수점,간식빵,간식빵,102976,앙버터허니러스크,0,0,0
2026-08-08,밀도 성수점,간식빵,간식빵,102976,앙버터허니러스크,0,0,0
2026-08-09,밀도 성수점,간식빵,간식빵,102976,앙버터허니러스크,0,0,0
2026-08-10,밀도 성수점,간식빵,간식빵,102976,앙버터허니러스크,0,0,0
2026-08-11,밀도 성수점,간식빵,간식빵,102976,앙버터허니러스크,0,0,0
2026-08-12,밀도 성수점,간식빵,간식빵,102976,앙버터허니러스크,0,0,0
2026-08-13,밀도 성수점,간식빵,간식빵,102976,앙버터허니러스크,0,0,0
2026-08-14,밀도 성수점,간식빵,간식빵,102976,앙버터허니러스크,0,0,0
2026-08-15,밀도 성수점,간식빵,간식빵,102976,앙버터허니러스크,0,0,0
2026-08-16,밀도 성수점,간식빵,간식빵,102976,앙버터허니러스크,0,0,0
2026-08-17,밀도 성수점,간식빵,간식빵,102976,앙버터허니러스크,0,0,0
2026-08-18,밀도 성수점,간식빵,간식빵,102976,앙버터허니러스크,0,0,0
2026-08-19,밀도 성수점,간식빵,간식빵,102976,앙버터허니러스크,0,0,0
2026-08-20,밀도 성수점,간식빵,간식빵,102976,앙버터허니러스크,0,0,0
2026-08-21,밀도 성수점,간식빵,간식빵,102976,앙버터허니러스크,0,0,0
2026-08-22,밀도 성수점,간식빵,간식빵,102976,앙버터허니러스크,0,0,0
2026-08-23,밀도 성수점,간식빵,간식빵,102976,앙버터허니러스크,0,0,0
2026-08-24,밀도 성수점,간식빵,간식빵,102976,앙버터허니러스크,0,0,0
2026-08-25,밀도 성수점,간식빵,간식빵,102976,앙버터허니러스크,0,0,0
2026-08-26,밀도 성수점,간식빵,간식빵,102976,앙버터허니러스크,0,0,0
2026-08-27,밀도 성수점,간식빵,간식빵,102976,앙버터허니러스크,0,0,0
2026-08-28,밀도 성수점,간식빵,간식빵,102976,앙버터허니러스크,0,0,0
2026-08-29,밀도 성수점,간식빵,간식빵,102976,앙버터허니러스크,0,0,0
2026-08-30,밀도 성수점,간식빵,간식빵,102976,앙버터허니러스크,0,0,0
2026-08-31,밀도 성수점,간식빵,간식빵,102976,앙버터허니러스크,0,0,0
2026-08-01,밀도 성수점,간식빵,간식빵,103704,크림치즈포테이토,8,34600,34600
2026-08-02,밀도 성수점,간식빵,간식빵,103704,크림치즈포테이토,7,29400,29400
2026-08-03,밀도 성수점,간식빵,간식빵,103704,크림치즈포테이토,5,21500,21500
2026-08-04,밀도 성수점,간식빵,간식빵,103704,크림치즈포테이토,4,16800,16800
2026-08-05,밀도 성수점,간식빵,간식빵,103704,크림치즈포테이토,1,4700,4700
2026-08-06,밀도 성수점,간식빵,간식빵,103704,크림치즈포테이토,2,8400,8400
2026-08-07,밀도 성수점,간식빵,간식빵,103704,크림치즈포테이토,5,21000,21000
2026-08-08,밀도 성수점,간식빵,간식빵,103704,크림치즈포테이토,8,34100,34100
2026-08-09,밀도 성수점,간식빵,간식빵,103704,크림치즈포테이토,8,34100,34100
2026-08-10,밀도 성수점,간식빵,간식빵,103704,크림치즈포테이토,6,25200,24360
2026-08-11,밀도 성수점,간식빵,간식빵,103704,크림치즈포테이토,5,21000,21000
2026-08-12,밀도 성수점,간식빵,간식빵,103704,크림치즈포테이토,9,38800,38800
2026-08-13,밀도 성수점,간식빵,간식빵,103704,크림치즈포테이토,5,21000,21000
2026-08-14,밀도 성수점,간식빵,간식빵,103704,크림치즈포테이토,9,37800,37800
2026-08-15,밀도 성수점,간식빵,간식빵,103704,크림치즈포테이토,10,42500,42226
2026-08-16,밀도 성수점,간식빵,간식빵,103704,크림치즈포테이토,8,34100,34100
2026-08-17,밀도 성수점,간식빵,간식빵,103704,크림치즈포테이토,5,21500,21500
2026-08-18,밀도 성수점,간식빵,간식빵,103704,크림치즈포테이토,3,12600,12600
2026-08-19,밀도 성수점,간식빵,간식빵,103704,크림치즈포테이토,5,21000,21000
2026-08-20,밀도 성수점,간식빵,간식빵,103704,크림치즈포테이토,5,21000,21000
2026-08-21,밀도 성수점,간식빵,간식빵,103704,크림치즈포테이토,6,25200,24360
2026-08-22,밀도 성수점,간식빵,간식빵,103704,크림치즈포테이토,6,25200,25200
2026-08-23,밀도 성수점,간식빵,간식빵,103704,크림치즈포테이토,8,33600,32922
2026-08-24,밀도 성수점,간식빵,간식빵,103704,크림치즈포테이토,5,22000,22000
2026-08-25,밀도 성수점,간식빵,간식빵,103704,크림치즈포테이토,5,21000,21000
2026-08-26,밀도 성수점,간식빵,간식빵,103704,크림치즈포테이토,4,16800,16800
2026-08-27,밀도 성수점,간식빵,간식빵,103704,크림치즈포테이토,8,34100,33260
2026-08-28,밀도 성수점,간식빵,간식빵,103704,크림치즈포테이토,8,34100,33260
2026-08-29,밀도 성수점,간식빵,간식빵,103704,크림치즈포테이토,9,38300,36620
2026-08-30,밀도 성수점,간식빵,간식빵,103704,크림치즈포테이토,5,21500,21500
2026-08-31,밀도 성수점,간식빵,간식빵,103704,크림치즈포테이토,4,17300,17300
2026-08-01,밀도 성수점,간식빵,간식빵,103765,누텔라시나몬롤데니쉬,0,0,0
2026-08-02,밀도 성수점,간식빵,간식빵,103765,누텔라시나몬롤데니쉬,0,0,0
2026-08-03,밀도 성수점,간식빵,간식빵,103765,누텔라시나몬롤데니쉬,0,0,0
2026-08-04,밀도 성수점,간식빵,간식빵,103765,누텔라시나몬롤데니쉬,0,0,0
2026-08-05,밀도 성수점,간식빵,간식빵,103765,누텔라시나몬롤데니쉬,0,0,0
2026-08-06,밀도 성수점,간식빵,간식빵,103765,누텔라시나몬롤데니쉬,1,5300,5300
2026-08-07,밀도 성수점,간식빵,간식빵,103765,누텔라시나몬롤데니쉬,0,0,0
2026-08-08,밀도 성수점,간식빵,간식빵,103765,누텔라시나몬롤데니쉬,0,0,0
2026-08-09,밀도 성수점,간식빵,간식빵,103765,누텔라시나몬롤데니쉬,0,0,0
2026-08-10,밀도 성수점,간식빵,간식빵,103765,누텔라시나몬롤데니쉬,0,0,0
2026-08-11,밀도 성수점,간식빵,간식빵,103765,누텔라시나몬롤데니쉬,0,0,0
2026-08-12,밀도 성수점,간식빵,간식빵,103765,누텔라시나몬롤데니쉬,0,0,0
2026-08-13,밀도 성수점,간식빵,간식빵,103765,누텔라시나몬롤데니쉬,0,0,0
2026-08-14,밀도 성수점,간식빵,간식빵,103765,누텔라시나몬롤데니쉬,0,0,0
2026-08-15,밀도 성수점,간식빵,간식빵,103765,누텔라시나몬롤데니쉬,0,0,0
2026-08-16,밀도 성수점,간식빵,간식빵,103765,누텔라시나몬롤데니쉬,0,0,0
2026-08-17,밀도 성수점,간식빵,간식빵,103765,누텔라시나몬롤데니쉬,0,0,0
2026-08-18,밀도 성수점,간식빵,간식빵,103765,누텔라시나몬롤데니쉬,0,0,0
2026-08-19,밀도 성수점,간식빵,간식빵,103765,누텔라시나몬롤데니쉬,0,0,0
2026-08-20,밀도 성수점,간식빵,간식빵,103765,누텔라시나몬롤데니쉬,0,0,0
2026-08-21,밀도 성수점,간식빵,간식빵,103765,누텔라시나몬롤데니쉬,0,0,0
2026-08-22,밀도 성수점,간식빵,간식빵,103765,누텔라시나몬롤데니쉬,0,0,0
2026-08-23,밀도 성수점,간식빵,간식빵,103765,누텔라시나몬롤데니쉬,0,0,0
2026-08-24,밀도 성수점,간식빵,간식빵,103765,누텔라시나몬롤데니쉬,0,0,0
2026-08-25,밀도 성수점,간식빵,간식빵,103765,누텔라시나몬롤데니쉬,0,0,0
2026-08-26,밀도 성수점,간식빵,간식빵,103765,누텔라시나몬롤데니쉬,0,0,0
2026-08-27,밀도 성수점,간식빵,간식빵,103765,누텔라시나몬롤데니쉬,0,0,0
2026-08-28,밀도 성수점,간식빵,간식빵,103765,누텔라시나몬롤데니쉬,0,0,0
2026-08-29,밀도 성수점,간식빵,간식빵,103765,누텔라시나몬롤데니쉬,0,0,0
2026-08-30,밀도 성수점,간식빵,간식빵,103765,누텔라시나몬롤데니쉬,0,0,0
2026-08-31,밀도 성수점,간식빵,간식빵,103765,누텔라시나몬롤데니쉬,0,0,0
2026-08-01,밀도 성수점,간식빵,간식빵,103766,누텔라로쉐큐브식빵,4,21300,21300
2026-08-02,밀도 성수점,간식빵,간식빵,103766,누텔라로쉐큐브식빵,8,41600,41600
2026-08-03,밀도 성수점,간식빵,간식빵,103766,누텔라로쉐큐브식빵,4,20800,20800
